no,tgl_iklan,url,harga,kota,LT,LB,KT,KM,KTP,KMP,carport,garasi,listrik,surat,judul,deskripsi
21,04-01-2021,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-bagus-2-lantai-di-kelapa-gading-dlm-kompleks-ekslusif-dekat-penabur-oleh-adhitya-17943018,6300000000,Jakarta ,187,300,5,4,0,0,0,0,7700,SHM,Dijual Cepat! Rumah Bagus 2 lantai di Kelapa Gading dlm kompleks ekslusif dekat penabur,"Rumah Minimalis 2 Lantai Di Kompleks Ekslusif Dekat Penagur Dan Mkg
Dijual Cepat!
Rumah Bagus 2 lantai di Kelapa Gading
dlm kompleks ekslusif
dekat penabur

dilengkapi dengan 5 kamar tidur
ukuran 11x17m"
22,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-concerto-golf-island-pik-pantai-indah-kapuk-jakarta-utara-oleh-jimmy-16644603,3600000000,Jakarta ,120,200,3,3,0,0,1,0,4400,SHGB,Rumah concerto golf island pik pantai indah kapuk Jakarta Utara,"Dijual Cepat Rumah Concerto Golf Island Pik Pantai Indah Kapuk Jakarta
Dijual CEPAT Rumah concerto golf island pik pantai indah kapuk Jakarta Utara
Ukuran 8x15
2 lantai
3kt dan 3km
Lantai marmer
Rumah baru serah terima kunci

Loh Jimmy
0817774656
08999166619
087889894655

Contractor (terima renovasi bangun rumah ruko gudang dll)
Interior design, cctv, kanopi"
23,04-01-2021,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-bagus-2-lantai-di-muara-karang-blok-9-lok-favorit-dkt-tol-oleh-adhitya-17889056,4500000000,Jakarta ,160,250,3,3,0,0,1,0,3500,SHM,"Dijual Cepat! Rumah bagus 2 lantai di muara karang blok 9, lok favorit, dkt tol","Rumah Bagus 2 Lantai Di Muara Karang Blok 9, Lok Favorit, Dkt Tol
Dijual Cepat!
Rumah 2 lantai
di Muara Karang Blok 9
Blok Favorit
jalan lebar

dekat taman, lingkungan tenang dan nyaman

lokasi strategis
dekat akses tol

bebas banjir

ukuran 8x20m
sudah full renovasi
sudah baja ringan
ada 3 kamar tidur"
24,04-01-2021,https://www.rumah.com/listing-properti/dijual-pantai-mutiara-oleh-adhitya-18388372,20000000000,Jakarta ,576,800,4,6,0,0,0,0,10600,Hak Pakai,pantai mutiara,"Rumah Bagus 2 Lantai Di Pantai Mutiara Lingkungan Tenang Dekat Taman
Dijual Cepat!
Rumah 2 lantai di Pantai Mutiara
lingkungan tenang dan nyaman

luas 576m2
luas bangunan 800m2

dilengkapi dengan 4 kamar tidur
kondisi furnished

harga negotiable

utk info lanjut, hub:
Gou Adhitya
Ray White Tomang

Mau properti Anda terjual juga?
Kami siap bantu!"
25,04-01-2021,https://www.rumah.com/listing-properti/dijual-jual-murah-rumah-mewah-di-jalan-thamrin-jakarta-pusat-oleh-susanty-bachtiar-17721881,96000000000,Jakarta ,700,2000,1,8,0,0,9,1,66000,SHM,Jual Murah Rumah Mewah di Jalan Thamrin Jakarta Pusat,"Lokasi Dekat Perkantoran Sangat Strategis, Aman Dan Nyaman.
Rumah dekat dengan perkantoran, berjarak 100m dari station MRT dukuh Atas, berjarak 200m dari station BNI sudirman, berjarak 100m dari jalan Thamrin. Rumah bisa di bangun untuk 7 lantai. Lokasi sangat bagus ditengah pusat kota Jakarta."
26,04-01-2021,https://www.rumah.com/listing-properti/dijual-6-bedrooms-rumah-menteng-jakarta-pusat-dki-jakarta-oleh-ali-12832331,15000000000,Jakarta ,276,260,6,4,0,0,2,1,8000,SHM,"6 Bedrooms Rumah Menteng, Jakarta Pusat, DKI Jakarta","Rumah Lokasi Strategis Di Menteng, Jakarta Pusat
Dijual rumah di Pegangsaan, Menteng, Jakarta Pusat.
SHM, IMB, 1.5 lantai, LT 276m2/LB 260m2.
6+1 KT, 4 KM, taman, garasi 1 mobil, carport 2 mobil.
Harga Rp. 15.000.000.000,- Nego

Peminat serius, hubungi: ALI
081296290750
WA 087781545288
Untuk survey, harap konfirmasi terlebih dulu."
27,04-01-2021,https://www.rumah.com/listing-properti/dijual-cluster-3-lantai-full-furnish-akses-jalan-2-mobil-terbukti-bebas-banjir-oleh-dhea-ananda-18220429,2200000000,Jakarta ,170,170,4,4,0,0,2,0,3500,SHM,"CLUSTER 3 Lantai Full Furnish, Akses Jalan 2 Mobil, Terbukti Bebas Banjir","Desain Dan Layout Rumah Bisa Custom Sesuai Keinginan, Bisa KPR Syariah
Cluster Minimalis 3 Lantai di Rawamangun Jakarta Timur
Desain Modern Masa Kini
Bisa Request Full Furnish
Dan Banyak bonus lainnya
Keamanan Terjamin Dengan One Gate System,
Lokasi Strategis Dekat Dengan Tol Dan Pusat Niaga,
Unit Terbatas Hanya 7 Unit (sisa 5 Unit)

BONUS !!
Instalasi AC 3 Unit
Water Heater 2 Unit
Free 1 Year IPL

Lokasi Terbaik :
- 5 menit Halte busway imigrasi jakarta timur
- 7 menit ke Stasiun Jatinegara
- 10 menit ke Tip Top
- 10 menit ke Mall Arion
- Dekat Tol Rawamangun & LRT Veloodrome
- Dekat RS Persahabatan
- Dekat Sekolah Al Azhar, Tarakanita, Lab School
- Dekat Golf Rawamangun, Veloodrome

Ada 2 Type yg Tersedia
Blok ABC :
LT 74 / LB 150
K. Tidur 3 + 1
K. Mandi 3 + 1
Harga Rp 2.3,- M

Blok DE :
LT 78 / LB 170
K. Tidur 3 + 1
K. Mandi 3 + 1
Harga Rp 2.4,- M

Cara Bayar :
Cash
Cash Bertahap 8 bln
KPR Min Dp.20% BTN & BSI (Bank Syariah Indonesia)
Booking Fee 25 jt
Info Lengkap Call/WA fast respon 081289299785 (Dhea)
WATER HEATER"
28,04-01-2021,https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-cantik-minimalis-400-jutaan-shm-di-cempaka-putih-jakarta-pusat-oleh-felicia-wijaya-18311164,495000000,Jakarta ,20,35,2,1,0,0,0,0,2200,SHM,Dijual Rumah Murah Cantik Minimalis 400 Jutaan SHM di Cempaka Putih Jakarta Pusat,"Hunian Nyaman Minimalis Di Cempaka Putih Timur Jakarta Pusat
Townhouse Cempaka Putih Timur

Rumah baru 2 lantai konsep Modern Townhouse lokasi sangat strategis di Jakarta Pusat dekat dengan area bisnis, akses transportasi sangat mudah. Pilihan tepat untuk rumah tinggal di pusat kota Jakarta dengan harga terjangkau dan akses tak terbatas, atau sebagai investasi anda yang sangat menguntungkan di masa depan.

UNIT TERBATAS!! Boleh request ubah tata ruang.

Start Price : Rp 495 Juta s/d 575 Juta
Payment Metode : Cash Bertahap & KPR
Surat Kepemilikan: SHM
Booking Fee : Rp 10 Juta

Luas Tanah & Bangunan :
Luas tanah 20 m2 s/d 24 m2
Luas bangunan 35 m2 s/d 38 m2

Spesifikasi:
 2 Lantai
 2 Kamar tidur
 1 Kamar mandi
 1 Ruang keluarga
 1 Dapur
 Dinding hebel double
 Pondasi plat beton
 Lantai granit 60x60
 Rangka atap baja ringan
 Plafon gypsum
 Jendela aluminium
 Genteng metal multiroof
 Closet duduk
 Keran + shower 1 line
 Wastafel
 Exhaust fan
 Glass box + Looster
 Instalasi water heater
 Instalasi AC
 Listrik 2200 watt
 Air PDAM + pompa

Tersedia project strategis lainnya :
- Cempaka Putih Timur, Jakpus
(Harga mulai Rp 1.5 Milyar)
ADA Carport

- Gudang Peluru Tebet, Jaksel
(Harga mulai Rp 1.1 Milyar)
ADA Carport

- Rawa Tengah, Jakpus
(Harga mulai Rp 300 jtan)
Tanpa Carport

- Kepu 6, Jakpus
(Harga mulai Rp 400 jtan)
Tanpa Carport

- Kepu Dalam 7, Jakpus
(Harga mulai Rp 400 jtan).
Tanpa Carport

- Cempaka Putih Timur MHT, Jakpus
(Harga mulai Rp 400 jtan)
Tanpa Carport

- Utan Kayu, Jaktim
(Harga mulai Rp 295 jtn)
Tanpa Carport

- Johar 6, Jakpus
(Harga mulai Rp 600 jtan)
ADA Carport

- Kayumanis Pramuka, Jaktim
(Harga mulai Rp 500 jtan)
ADA Carport

- Cempaka Putih Barat, Jakpus
(Harga mulai Rp 600 jtan)
ADA Carport

- Percetakan Negara, Jakpus
(Harga mulai Rp 600 jtan)
ADA Carport

# READY 1 unit SIAP HUNI :
- Cikini Menteng, Jakpus
(Harga Rp 1.78 Milyar)
ADA Carport


More Info (WA/Call) :
FELICIA
0812-1000-8972"
29,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-cantik-harga-murah-di-condet-oleh-nanik-yulia-ariani-17099768,2250000000,Jakarta ,231,200,4,3,0,0,3,0,4400,SHM,Rumah Cantik Harga Murah di Condet,"Siap Huni Cantik Ada Cctv Dan Ruang Kedap Suara
Rumah 1 lantai rangka atap baja ringan
Ada kompor tanam
Kitchen Set bahan pilihan
Ada mini bar
Dapur bersih dan dapur kotor
Kokoh
Ruangan Kedap suara
Ada CCTV
Water heater sollarhart"
30,04-01-2021,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-siap-huni-pulomas-oleh-sukhawati-17747012,3500000000,Jakarta ,160,250,4,3,0,0,2,0,3500,SHM,jual cepat rumah siap huni pulomas,"Rumah Dijual Pulomas Murah
- Kondisi rumah masih sangat bagus
- hanya 5 menit menuju pintu tol dalam kota
- dekat dengan sekolah seperti donbosco, tugasku, global sevila, smp99, smun21,dll"
31,04-01-2021,https://www.rumah.com/listing-properti/dijual-lumihous-fully-furnish-kota-wisata-cibubur-oleh-muhammad-zen-17967546,880000000,Jakarta ,70,57,3,2,0,0,2,0,2200,SHM,Lumihous Fully Furnish Kota Wisata Cibubur,"Lumihous Kota Wisata Cibubur Smart Home
Pertama di Cibubur untuk yang Muda dan berJiwa Muda, dengan 3 KT + 2 KM + 1 Productive Space, dilengkapi dengan berbagai Signature Features seperti :

Signature Concepts :
• Free Full Furnished
• Compact yet Modern Style
• Glass Wall Living Room
• Smart Furniture
• Smart Home System

Signature Facilities :
• Green Wall Lounge
• 5 Rumah Sakit
• 6 Mall
• 5 Sekolah berstandard Nasional & Internasional
• Commercial Area (Supermarket, Fresh Market, Pertokoan)
• Sarana Olahraga, Rekreasi dan masih banyak lagi

Signature Location & Access :
• 2 Menit ke Gerbang Tol Cimaci - Kota Wisata (In & Out)
• 1 Menit ke Jalan Alternatif Transyogi
• 10 Menit ke Tol Jagorawi & LRT


Specification:
Building Size : 0m2
Land Size : 60m2


Other Facilities:
Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Garden"
32,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-model-minimalis-semi-furnished-oleh-bahar-mualim-18167490,3700000000,Jakarta ,195,250,4,4,0,0,1,0,4400,SHM,Rumah Siap Huni model Minimalis semi furnished,"Rumah Mewah Cantik Siap Huni Murah
Rumah minimalis siap huni desain minimalis dijual cepat. DIJAMIN SUKA
Lokasi dijamin bebas banjir.

Rumah dibangun tahun 2017 dan ditempati tahun 2018 tapi masih seperti baru."
33,04-01-2021,https://www.rumah.com/listing-properti/dijual-kebayoran-lama-oleh-syamsudin-18319812,8800000000,Jakarta ,230,650,6,5,0,0,2,1,7700,SHM,Kebayoran lama,"Rumah 3lantai Kebayoran Lama
Bismilahirrahmanirrahiim...

Dijual Cepat Rumah 3 lantai
didaerah kebayoran lama dekat permata hijau

Spesifikasi:

Luas tanah : 230 m2
Luas bangunan : 650 m2
Ada 4 kmr tidur +2
Ada 3 kmr mndi + 2
Full CCTV
7 mobil di garasi
2 mobil di car port
Kolam Renang
Listrik 7700 x 2
Semi furnished
Air pam dan air tanah
SHM
Harga :8,8 M nego

Lokasi strategis
5 menit ke plaza senayan
5 menit ke Senayan City
10 menit ke Gandaria City

More info hub :
Ncang Didin"
34,04-01-2021,https://www.rumah.com/listing-properti/dijual-pejaten-barat-oleh-syamsudin-18412376,6300000000,Jakarta ,276,330,5,5,0,0,1,1,3500,SHM,Pejaten barat,"New Cluster Pejaten
Sisa 3 unit lagi

Dijual Rumah baru siap huni dalam cluster dikawasan Pejaten Barat, Jakarta Selatan

1 unit
Bangunan 3 lantai
Luas tanah 276 meter
Luas bangunan 330 meter
KT 4+1
KM 4+1
Service area
Garasi + carport
Ruang tamu & keluarga
Taman belakang
SHM / IMB / PBB
Harga 6,9 milyar nego

2 unit
Luas tanah 235 meter
Luas bangunan 330 meter
KT 4+1
KM 4+1
Service area
Garasi + carport
Ruang tamu & keluarga
Taman belakang
SHM / IMB / PBB

Harga 6,3 Milyar_Nego

Hub
Syamsudin"
35,04-01-2021,https://www.rumah.com/listing-properti/dijual-bumi-bintaro-permai-oleh-syamsudin-18412300,3600000000,Jakarta ,245,184,5,4,0,0,2,1,2200,SHM,Bumi Bintaro Permai,"Rumah Secondary Bintaro Jaksel
Rumah dijual Cepat
Hunian dlm perumahan 
Jakarta selatan 
Pesanggrahan Bintaro 
Veteran Bintaro tanah kusir Petukangan 

Bangunan sangat kokoh 

Spesifikasi : 
Luas tanah : 245
Luas bangunan : 184
Kamar tidur : 4+1
Kamar mandi : 3+1

Master badroom lantai atas 
Kmr tdr pembantu : 1
Kmr mandi pembantu : 1
Gudang: 1
Dapur bersih dan dapur kotor
Service area cuci jemur cukup luas 
Air : Tanah
Garasi : 1
Carpot : 2

Hadap Timur

Dokumen surat 
SHM IMB PBB 

IDR 3,6milyard nego

Lokasi 
Jalan depan komplek perumahan cukup luas
Lingkungan asri
Security 24 Jam 
Akses gate 1 pintu

Toll JORR Bintaro bsd Serpong 5 menit 
Toll JORR Bintaro veteran
5 menit 
Toll JORR m Saidi raya Ciledug bandara Soeta 
6-7 menit

Hub
Syamsudin"
36,04-01-2021,https://www.rumah.com/listing-properti/dijual-jakarta-selatan-oleh-syamsudin-18406548,19000000000,Jakarta ,883,428,7,5,0,0,3,1,3500,SHM,Jakarta selatan,"Luxury Huose Fatmawati ( Swimming Pooll)
"
37,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-di-jual-pondok-aren-tangerang-selatan-oleh-reuchman-18180873,1200000000,Jakarta ,83,95,3,3,0,0,1,0,2200,SHM,RUMAH DI JUAL PONDOK AREN TANGERANG SELATAN,"Cluster Kawasan Bintaro Kampus Stan,Bebas Banjir
Cluster Ekslusif 2 Lantai *Ready*, Aman dan nyaman dan Ramah lingkungan....

Spesifikasi :
TIPE 2 LANTAY
LT. 80m²
LB. 75m² ( actualnya kurleb100m² )
3 kamar tidur
2+1 kamar mandi
Carport
Mini Garden
listrik 2200 Watt
Bonus : Kanopi
*Harga : 1,2M*



Acces point
- 10 menit ke stasiun jurang Mangu xchange, dan pondok Ranji
- 10 menit ke sekolah Al Azhar
- 5 menit ke kampus Stan Bintaro
- 10 menit ke RS premier Bintaro
- 7 menit ke pasar tradisional ceger
- 10 menit ke tol jor pondok aren serta dekat dgn fasilitas""komersil lain nya.

Lokasi ; pondok aren jurang mangu timur tangerang selatana"
38,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-nirmala-cengkareng-oleh-asun-ang-149299433,1750000000,Jakarta ,74,132,3,3,0,0,1,0,2200,Strata,Rumah Nirmala Cengkareng,"Dijual Rumah Nirmala Sumur Bor Cengkareng
dijual Rumah Nirmala sumur bor Cengkareng
lokasi ramai cocok untuk rumah tinggal + usaha laundry,aksesories motor dsb"
39,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-jelambar-barat-oleh-asun-ang-14988632,2500000000,Jakarta ,90,170,2,2,0,0,0,0,3500,SHM,Rumah Jelambar barat,"Dijual Rumah Jelambar Barat
dijual Rumah Jelambar barat cocok untuk rumah tinggal,kost2an,konveksi dan lain2"
40,04-01-2021,https://www.rumah.com/listing-properti/dijual-greencourt-cengkareng-oleh-asun-ang-15869795,2000000000,Jakarta ,90,145,3,1,0,0,2,0,2200,SHGB,GreenCourt cengkareng,"Dijual Rumah Siap Huni Di GreenCourt Cengkareng
dijual Rumah Siap Huni di GreenCourt cengkareng, lokasi dekat sekolah Cinta Kasih Tzu Chi , Pah tsung,SMA Duta Bangsa,RSUD Cengkareng,Tol Jorr"
41,04-02-2021,https://www.rumah.com/listing-properti/dijual-perumahan-kota-wisata-oleh-regina-laminewah-18171675,900000000,Jakarta ,105,80,3,2,0,0,1,0,2200,SHM,Perumahan Kota Wisata,"Di Jual Cepat, Strategis, Harga Bawah Pasar, Dekat Mal, Exit Tol."
42,04-02-2021,https://www.rumah.com/listing-properti/dijual-perumahan-kota-wisata-oleh-regina-laminewah-18179070,1600000000,Jakarta ,136,100,3,2,0,0,1,0,2200,SHM,Perumahan Kota Wisata,"Di Jual Cepat, Strategis, Kondisi Bagus, Lingkungan Nyaman dan Aman."
43,04-02-2021,https://www.rumah.com/listing-properti/dijual-kemang-raya-jakarta-selatan-oleh-nurhidayat-17351373,55000000000,Jakarta ,1500,1200,6,6,3,1,8,2,7700,SHM,Kemang raya Jakarta selatan,Rumah Mewah Kemang Jakarta Selatan
44,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-jual-cepat-di-puri-indah-kembangan-jakarta-barat-oleh-anda-18371172,2750000000,Jakarta ,120,140,3,2,0,1,0,0,2200,SHM,Rumah Siap Huni Jual Cepat di Puri Indah Kembangan Jakarta Barat,Rumah Jual Cepat Siap Huni di Komplek Puri Indah Kembangan Jakarta Barat
45,04-02-2021,https://www.rumah.com/listing-properti/dijual-edenhaus-simatupang-oleh-suharjo-16478707,6783000000,Jakarta ,240,222,4,4,0,0,2,0,6600,SHM,Edenhaus Simatupang,Dijual rumah edenhaus Simatupang Cluster within cluster seluas 2 Ha
46,04-02-2021,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-siap-huni-di-graha-raya-bintaro-oleh-anda-17985684,1495000000,Jakarta ,124,160,4,2,1,1,2,0,2200,SHM,Dijual Cepat Rumah Siap Huni Di Graha Raya Bintaro,Dijual Cepat Rumah Siap Huni di Graha Raya Bintaro
47,04-02-2021,https://www.rumah.com/listing-properti/dijual-jual-cepat-murah-rumah-mewah-siap-huni-di-pondok-indah-oleh-fathia-thalib-s-i-kom-18426152,10000000000,Jakarta ,238,157,3,3,1,1,3,1,13200,SHM,Jual Cepat Murah Rumah Mewah Siap Huni Di Pondok Indah,Lokasi Strategis Selangkah ke PIM dan Tempat Sarana Umum Lainnya
48,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-2-lantai-siap-huni-di-graha-raya-bintaro-oleh-anda-18407014,1400000000,Jakarta ,72,86,3,2,0,0,1,0,2200,SHM,Rumah minimalis 2 lantai siap huni di graha raya bintaro,Dijual Cepat Rumah Minimalis Siap Huni di Graha Raya Bintaro
49,04-02-2021,https://www.rumah.com/listing-properti/dijual-townhouse-cipete-lokasi-strategis-oleh-dian-fitria-18095979,5700000000,Jakarta ,154,300,4,4,1,1,1,1,7700,SHM,Townhouse Cipete Lokasi Strategis,Rumah 3lt dalam townhouse di Cipete
50,04-02-2021,https://www.rumah.com/listing-properti/dijual-2-bedrooms-rumah-pasar-rebo-jakarta-timur-dki-jakarta-oleh-graha-satria-pratama-18411917,900000000,Jakarta ,43,49,2,1,0,0,1,0,1300,SHM,"2 Bedrooms Rumah Pasar Rebo, Jakarta Timur, DKI Jakarta",Perumahan D'Puspita Residence 6 Jakarta Timur
51,04-02-2021,https://www.rumah.com/listing-properti/dijual-jl-johar-baru-jakarta-pusat-johar-baru-dki-jakarta-oleh-jajang-subana-18423318,795000000,Jakarta ,25,50,2,1,0,0,1,0,2200,SHM,"Jl johar baru jakarta pusat johar baru, , DKI JAKARTA",Rumah Minimalis Modern Harga Murah Di Jakarta Pusat
52,04-02-2021,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-real-estate-lt-oleh-eno-ida-nurhuda-18420281,550000000,Jakarta ,136,45,2,1,0,0,1,0,1300,SHM,Di jual Rumah real estate lt,"Rumah Minimalis Murah, tanah luas, di Citra Indah City, sebuah kawasan seluas 1200 Ha yang sedang berkembang menjadi kota mandiri persembahan Group Ciputra di Timur Cibubur Selatan Cikarang,tersedia banyak pilihan rumah hook"
53,04-02-2021,https://www.rumah.com/listing-properti/dijual-citra-garden-city-2-extension-oleh-deddy-liu-18082764,2975000000,Jakarta ,128,212,4,3,1,1,1,0,3500,SHM,Citra Garden City 2 Extension,Dijual Rumah Minimalis
54,04-02-2021,https://www.rumah.com/listing-properti/dijual-perumahan-jatinegara-indah-oleh-dina-kumala-dewi-18267446,1750000000,Jakarta ,120,88,3,2,0,0,1,0,2200,SHM,Perumahan Jatinegara Indah,Perumahan dengan fasilitas 24 jam
55,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-jakarta-timur-bambu-apus-cipayung-oleh-dian-17944222,1190000000,Jakarta ,45,64,2,2,0,0,1,0,2200,SHM,Rumah Jakarta Timur | Bambu Apus - Cipayung,Rumah Milenial - 2 Lantai. Lokasi Premium - 2 menit dari Toll Jorr
56,04-02-2021,https://www.rumah.com/listing-properti/dijual-jual-rugi-rumah-uk-8x15-hook-di-pik-2-tahap-1-oleh-herliana-ciu-18418482,3750000000,Jakarta ,165,175,3,3,0,0,2,0,2200,SHM,Jual rugi rumah uk 8x15 hook di pik 2 tahap 1,RUMAH 8x15 PIK - PIK 2
57,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-pik-2-6x10-termurah-sebelum-dibeli-orang-oleh-herliana-ciu-18410068,1550000000,Jakarta ,79,60,2,2,1,1,2,0,0,SHM,"RUMAH PIK 2 6x10 TERMURAH, SEBELUM DIBELI ORANG",RUMAH 6x10 PIK - PIK 2
58,04-02-2021,https://www.rumah.com/listing-properti/dijual-green-garden-oleh-yovita-18403684,1990000000,Jakarta ,96,150,3,3,1,0,1,0,4400,SHM,Green Garden,Jual Cepat Rumah di Green Garden Renov Sangat Terawat & Sangat Terjaga
59,04-02-2021,https://www.rumah.com/listing-properti/dijual-bintaro-oleh-yeheskiel-jordan-18044219,3500000000,Jakarta ,390,500,4,5,2,0,5,0,3500,SHM,Bintaro,"Dijual rumah jakarta selatan bintaro, siap huni,bangunan kokoh,murah"
60,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-mewah-dalam-komplek-siap-huni-di-lebak-bulus-lebak-bulus-jakarta-selatan-oleh-indah-18426284,"5,500,000,000.00",Jakarta ,174,232,4,3,1,1,2,0,5500,SHM,"RUMAH MEWAH DALAM KOMPLEK SIAP HUNI DI LEBAK BULUS, LEBAK BULUS JAKARTA SELATAN",Rumah Mewah Dalam Komplek Siap Huni Di Lebak Bulus Jakarta Selatan
61,04-02-2021,https://www.rumah.com/listing-properti/dijual-jatibening-alif-premiere-oleh-astik-18346146,1500000000,Jakarta ,70,100,3,2,0,0,1,0,2200,SHM,Perumahan Alief Jatibenting,For Sale!!
62,04-02-2021,https://www.rumah.com/listing-properti/dijual-cluster-carten-oleh-revaldy-muhammad-17721820,1300000000,Jakarta ,90,70,4,2,0,0,1,1,2200,SHM,Cluster Carten,
63,04-02-2021,https://www.rumah.com/listing-properti/dijual-dijual-rumah-buaran-indah-jakarta-timur-lokasi-strategis-oleh-mariani-ang-18311729,200000000,Jakarta ,97,101,4,3,0,0,0,1,2200,SHM,Dijual rumah buaran indah Jakarta Timur lokasi strategus,Rumah mewah dalam komplek lebak bulus jakarta selatan
64,04-02-2021,https://www.rumah.com/listing-properti/dijual-perum-jatinegara-indah-jln-gunung-lawu-oleh-rokib-str-17839326,3000000000,Jakarta ,90,70,2,1,0,0,1,0,2200,SHM,"Perum Jatinegara indah , jln gunung lawu",layout lapang
65,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-komp-abadi-duren-sawit-oleh-hamzah-hamzah-10884710,7000000000,Jakarta ,332,600,5,5,1,1,1,1,3500,SHM,Rumah komp abadi Duren Sawit,pencahayaan bagus
66,04-02-2021,https://www.rumah.com/listing-properti/dijual-cluster-exclusive-3lantai-mewah-dan-berkelas-oleh-cicilia-18136433,2300000000,Jakarta ,74,150,4,4,0,0,1,0,4400,SHM,Cluster exclusive 3lantai mewah dan berkelas,
67,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-buaran-oleh-dodo-sugra-16680451,325000000,Jakarta ,160,250,5,4,0,0,1,1,3500,SHM,Rumah mewah di Buaran,lokasi strategis
68,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-buaran-258m-oleh-dodo-sugra-18418822,3100000000,Jakarta ,258,210,5,3,0,0,0,1,3500,SHM,Rumah Buaran 258 M,dekat tb simatupang
69,03-31-2021,https://www.rumah.com/listing-properti/dijual-hanya-5-juta-rumah-dekat-stasiun-oleh-sri-radonna-sinaga-17907481,1300000000,Jakarta ,105,88,3,2,0,0,2,0,2200,SHM,Hanya 5 juta rumah dekat stasiun,dekat sekolahan
70,03-31-2021,https://www.rumah.com/listing-properti/dijual-rumah-modern-dikawasan-super-block-oleh-sri-radonna-sinaga-17907701,1100000000,Jakarta ,90,69,3,2,0,0,2,0,2200,SHM,Rumah modern dikawasan super block,dekat pondok indah
71,03-31-2021,https://www.rumah.com/listing-properti/dijual-buaran-duren-sawit-jakarta-timur-oleh-sujono-17795844,245000000,Jakarta ,120,180,4,3,1,0,3,0,2200,SHM,Buaran duren sawit jakarta timur,dekat rumah sakit
72,03-31-2021,https://www.rumah.com/listing-properti/dijual-rumah-di-duren-sawit-cocok-utk-renov-oleh-rahayu-18274102,140000000,Jakarta ,102,90,3,2,0,0,1,0,2200,SHM,Rumah Di Buaran Harus Renov Turun Harga,dekat citos
73,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-kos-krt-radjiman-buaran-oleh-hamzah-17964659,3000000000,Jakarta ,229,400,10,10,0,0,0,0,2200,SHM,Rumah Kos KRT Radjiman Buaran,
74,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-buaran-duren-sawit-oleh-hamzah-17913448,550000000,Jakarta ,216,330,6,6,0,0,4,0,3500,SHM,Rumah Buaran Duren Sawit,luas tanah 174 m
75,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-jalan-boulevard-oleh-hamzah-17885005,750000000,Jakarta ,350,500,7,7,0,0,5,0,3500,SHM,Rumah mewah di jalan boulevard,luas bangunan 232 m
76,03-29-2021,https://www.rumah.com/listing-properti/dijual-dijual-rumah-megah-2-lantai-di-daerah-buaran-1-pintu-gate-jakarta-timur-oleh-oka-lie-18327054,4800000000,Jakarta ,320,300,7,5,1,0,2,1,4500,SHM,Dijual Rumah Megah 2 Lantai Di Buaran,kamar tidur 4+1
77,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-kav-ptb-duren-sawit-oleh-hamzah-17456258,5000000000,Jakarta ,313,420,6,4,1,1,2,2,4400,SHM,Rumah Kav PTB Duren sawit,kamar mandi 3+1
78,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-buaran-regency-duren-sawit-oleh-hamzah-17885117,450000000,Jakarta ,330,200,5,5,1,0,4,0,3500,SHM,Rumah Buaran Regency Duren sawit,bangunan 3 lantai
79,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-cilungup-buaran-duren-sawit-oleh-hamzah-17888954,1500000000,Jakarta ,128,100,3,2,0,0,0,0,2200,SHM,Rumah Cilungup Buaran Duren sawit,listrik 5500 watt
80,03-29-2021,https://www.rumah.com/listing-properti/dijual-rumah-buaran-duren-sawit-oleh-hamzah-17885280,1200000000,Jakarta ,80,140,3,2,0,0,1,0,2200,SHM,Rumah Buaran Duren sawit,1 line tlp
